frame,timestamp,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0,0.0,True,0.06622415781021118,0.6372625231742859,0.5113373398780823,0.0,1.0006737112998962,0.0,0.16748008131980896,0.8653019070625305,0.8104529976844788,0.0,0.5577792227268219,0.0,0.34365949034690857,0.0,0.7755399346351624,0.6851511895656586,0.0
1,0.016683183183183185,True,0.1442794402440389,0.9398390452067057,0.9479735692342123,0.0,1.3562236229578655,0.0,0.1411485274632772,0.576867938041687,1.159084717432658,0.0,0.526258627573649,0.0,0.22910632689793906,0.0,1.0347720384597778,1.0805847346782684,0.0
2,0.03336636636636637,True,0.10013000170389812,0.9546339511871338,1.2177153428395588,0.05066539843877157,1.494795600573222,0.0,0.14454181989034018,0.36665908495585126,1.3922062317530315,0.0,0.8828857938448588,0.003713508447011312,0.1340962052345276,0.0,1.1850706338882446,1.312764932711919,0.0
3,0.05004954954954955,True,0.35942335923512775,1.3502875566482544,1.7779932022094727,0.05066539843877157,1.9764855305353801,0.0,0.19503519932428995,0.1766932209332784,1.6069332361221313,0.0,1.6234352787335713,0.13716654976209006,0.5624823570251465,0.0,1.1867451270421345,1.2722052832444508,0.0
4,0.06673273273273274,True,0.40731457869211835,1.2018064260482788,1.8393089373906453,0.05066539843877157,1.9581106901168823,0.0,0.2481764554977417,0.6077582240104675,1.4896464347839355,0.0,1.991085946559906,0.23632545272509256,0.5624823570251465,0.0,0.8958472013473511,0.722158799568812,0.0
5,0.08341591591591592,True,0.6290708780288696,0.8969131708145142,2.0330854654312134,0.0,2.0684869289398193,0.0,0.21695013840993246,1.0764233469963074,1.426193356513977,0.0,2.2007755637168884,0.36346487204233807,0.5443310737609863,0.0,0.6643357276916504,0.2670401434103648,0.0
6,0.1000990990990991,True,0.45126640796661377,0.596373995145162,1.8120956023534138,0.0,1.97779647509257,0.0,0.16066038608551025,1.2346714735031128,1.3240830898284912,0.0,2.306455393632253,0.2300118307272593,0.3723158836364746,0.0,0.7333138386408488,0.1249433159828186,0.0
7,0.11678228228228228,True,0.3147183656692505,0.43712063630421955,1.3694862922032673,0.0,1.8970068295796711,0.0,0.09016156196594238,1.3694144487380981,1.3874316215515137,0.0916842520236969,1.7843989133834839,0.1308529277642568,0.46149712800979614,0.0,0.7676175832748413,0.16899933417638144,0.0
8,0.13346546546546548,True,0.09296206633249919,0.33785120646158856,0.8372155825297037,0.0001375873883565267,1.71096932888031,0.0,0.1322807470957438,1.1917399764060974,1.27693506081899,0.0916842520236969,1.8491970300674438,0.14024208982785544,0.5197897950808207,0.0,0.49155886967976886,0.29377585649490356,0.0
9,0.15014864864864866,True,0.01147317886352539,0.24273677666982016,0.4550486008326213,0.0001375873883565267,1.4304310480753581,0.0,0.1322807470957438,1.2584111491839092,1.3323850631713867,0.1664073665936788,0.6829062898953756,0.14189723134040833,0.26341883341471356,0.0,0.5271633466084799,0.335524449745814,0.0
10,0.16683183183183184,True,0.0,0.035473903020222984,0.3867993752161662,0.0001375873883565267,1.1248865127563477,0.0,0.12014317512512207,1.1148729125658672,1.0982739130655925,0.07472311456998189,1.0021318991978962,0.22868292530377707,0.174237589041392,0.0,0.47745267550150555,0.28296833237012226,0.0
11,0.18351501501501502,True,0.0,0.17648009459177652,0.401641845703125,0.0961948037147522,1.2038850386937459,0.0,0.1996210813522339,1.0257750352223713,1.088217854499817,0.07472311456998189,1.3961440324783325,0.13876491785049438,0.17776566743850708,0.0,0.47745267550150555,0.10701928536097209,0.0
12,0.2001981981981982,True,0.0620342493057251,0.17648009459177652,0.42311398188273114,0.0961948037147522,1.3097045024236043,0.0,0.1996210813522339,0.8295517365137736,1.06995956103007,0.0,1.3961440324783325,0.3369727631409963,0.17776566743850708,0.01703365643819173,0.2114405632019043,0.06527069211006165,0.0
13,0.21688138138138138,True,0.13942197958628336,0.17648009459177652,0.2942943175633748,0.0961948037147522,1.3830833435058594,0.0,0.1996210813522339,0.5668515563011169,1.0443015098571777,0.0,1.2608027855555217,0.5981651345888773,0.17776566743850708,0.01703365643819173,0.0,0.2853093445301056,0.058623313903808594
14,0.23356456456456456,True,0.13942197958628336,0.0,0.21899048487345377,0.0,1.0748199423154194,0.0,0.08728138605753581,0.7186653812726339,1.0358128150304158,0.04846027493476868,0.4131995439529419,0.564842144648234,0.0,0.01703365643819173,0.058262368043263756,0.5754151542981466,0.24116567770640054
15,0.2502477477477478,True,0.29268725713094074,0.41719233989715576,0.6836603879928589,0.0,1.2526010473569233,0.0,0.19419769446055093,0.9067301551500956,0.9389884074529012,0.04846027493476868,0.8361559907595316,0.36497915784517926,0.0,0.0,0.33104707797368366,0.5754151542981466,0.24116567770640054
16,0.26693093093093095,True,0.3191893498102824,0.41719233989715576,0.8661186893781027,0.08858197927474976,1.443307101726532,0.0,0.19419769446055093,0.7471605936686198,1.2038390636444092,0.04846027493476868,1.4093357920646667,0.054652909437815346,0.2521008849143982,0.0,0.3401396870613098,0.29010580976804096,0.18254236380259195
17,0.28361411411411414,True,0.3191893498102824,0.41719233989715576,0.9510151346524557,0.159747044245402,1.7006428241729736,0.0,0.10691630840301514,0.39345399538675946,1.3173325459162395,0.0,2.054018278916677,0.08112359046936035,0.4633114735285441,0.2800586024920146,0.5296552975972494,0.0,0.0
