frame,timestamp,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0,0.0,True,0.2666357755661011,0.30162715911865234,0.9917163252830505,0.12137871980667114,1.5756446719169617,0.0,0.0,0.6978036463260651,0.947241485118866,0.0,1.8697137236595154,0.5109756290912628,0.49159377813339233,0.0,0.6512885093688965,0.49012282490730286,0.0
1,0.016683183183183185,True,0.6299948692321777,0.7729185422261556,1.5743170976638794,0.3264722029368083,1.647671063741048,0.0,0.0,0.5968462427457174,1.1299150784810383,0.0,1.2464758157730103,0.48738642533620197,0.3627183636029561,0.0,0.8737959464391073,0.7530845503012339,0.0
2,0.03336636636636637,True,0.5254356861114502,0.5718337694803873,1.3158626556396484,0.3264722029368083,1.7080164353052776,0.0,0.0,0.48377302289009094,1.3114221096038818,0.0,2.1936148007710776,0.3554621636867523,0.502339502175649,0.0,0.8830711841583252,0.6671767433484396,0.0
3,0.05004954954954955,True,0.5627156893412272,0.7373618682225546,1.4369201461474101,0.2455530563990275,1.7645117839177449,0.0,0.0,0.7756909430027008,1.4911781152089436,0.0,1.5314657191435497,0.19063768784205118,0.31697356700897217,0.0,1.064235806465149,0.4841408431529999,0.0
4,0.06673273273273274,True,0.3793521722157796,0.43608200550079346,0.8865667780240377,0.0,1.7231740554173787,0.0,0.06300181150436401,1.178237070639928,1.3882307608922322,0.0,2.0120522479216256,0.2555624544620514,0.2819843888282776,0.0,0.624632199605306,0.18536139527956644,0.0
5,0.08341591591591592,True,0.3793521722157796,0.43608200550079346,1.0636181632677715,0.0,1.8454255263010662,0.0,0.17879501978556314,1.4929262399673462,1.4266059001286824,0.008458214501539866,1.2985235353310902,0.4431484341621399,0.038135687510172524,0.0030641555786132812,0.33888288338979083,0.18536139527956644,0.0
6,0.1000990990990991,True,0.49667410055796307,0.5642462571461996,1.2216877937316895,0.0,2.1005356709162393,0.0,0.2688114047050476,1.412574291229248,1.4918177127838135,0.008458214501539866,2.0549067656199136,0.7759717802206675,0.1760210394859314,0.19616995255152384,0.0,0.13799773653348288,0.0
7,0.11678228228228228,True,0.22779993216196695,0.4462028741836548,1.1797584096590679,0.0,1.9705907106399536,0.0,0.4091307918230693,1.2029674251874287,1.4626551866531372,0.008458214501539866,2.370258927345276,0.5643110076586405,0.3380820353825887,0.19616995255152384,0.4216897090276082,0.12575077017148337,0.0
8,0.13346546546546548,True,0.22779993216196695,0.4462028741836548,0.9433150887489319,0.19792505105336508,1.5526315967241924,0.0,0.39114298423131305,1.0338090856870015,1.303752342859904,0.0,1.6170215606689453,0.33282334605852765,0.2999463478724162,0.19310579697291055,0.6884021759033203,0.1425934930642446,0.0
9,0.15014864864864866,True,0.0,0.15251052379608154,0.5161568522453308,0.19792505105336508,1.0430055459340413,0.0,0.3011265993118286,1.1004085739453633,1.1601245403289795,0.04698325196901957,0.7959386905034384,0.06220686435699463,0.16206099589665732,0.0,0.9151029586791992,0.14095225930213928,0.0
10,0.16683183183183184,True,0.0,0.0,0.27778104941050213,0.19792505105336508,0.9099464019139608,0.0,0.09780540068944295,1.097744385401408,1.1094898382822673,0.10692598422368367,0.0,0.24529611070950827,0.0,0.0,0.6519391735394796,0.025642673174540203,0.0
11,0.18351501501501502,True,0.0,0.0,0.2762123743693034,0.0,0.9516741633415222,0.0,0.0,1.1939727465311687,1.035664677619934,0.1869015395641327,0.2189153035481771,0.3124228815237681,0.0,0.0,0.4761400024096171,0.00879995028177897,0.0
12,0.2001981981981982,True,0.0,0.0,0.2412408192952474,0.02528838316599528,0.9672467509905497,0.0,0.0,0.8823707203070322,0.9674353202184042,0.13991828759511313,0.2189153035481771,0.3816728889942169,0.0,0.06592027346293132,0.2494392196337382,0.43621058265368146,0.10284209251403809
13,0.21688138138138138,True,0.037207444508870445,0.0,0.19187756379445395,0.02528838316599528,1.0368031859397888,0.0,0.0,0.9194951554139456,1.0543156464894612,0.1631110409895579,0.2189153035481771,0.5394998689492544,0.0,0.06592027346293132,0.09091329574584961,0.6047771573066711,0.3309125105539958
14,0.23356456456456456,True,0.16522614161173502,0.0,0.03609232107798258,0.02528838316599528,1.036753276983897,0.0,0.0,0.6720659931500753,1.1173324584960938,0.08313548564910889,0.0,0.5912002424399058,0.0,0.06592027346293132,0.0,0.8326781292756399,0.3533114194869995
15,0.2502477477477478,True,0.2342841625213623,0.0,0.41028376420338947,0.0,1.2806278069814045,0.0,0.0,0.9457562466462454,1.033678650856018,0.08313548564910889,0.12899110714594522,0.6864480376243591,0.0,0.0,0.06855557362238567,0.5460406641165415,0.2504693269729614
16,0.26693093093093095,True,0.19707671801249185,0.0,0.8224130471547445,0.0,1.484749476114909,0.0,0.1367382009824117,0.9732045431931814,1.1399672826131184,0.14970328410466513,0.5895988742510477,0.44595202803611755,0.21035164594650269,0.0,0.142277459303538,0.3774740894635518,0.022398908933003742
17,0.28361411411411414,True,0.11379690965016682,0.0,1.200329303741455,0.0,1.5706180334091187,0.0,0.1367382009824117,0.8237627744674683,1.1503804127375286,0.14970328410466513,0.8602553407351176,0.48919816811879474,0.2896307706832886,0.0,0.26827476421991986,0.14957311749458313,0.0
18,0.3002972972972973,True,0.04473888874053955,0.0,0.8261378606160482,0.0,1.3893603086471558,0.0,0.18781856695810953,0.7994842529296875,1.266279141108195,0.14970328410466513,0.7312642335891724,0.262493501106898,0.2896307706832886,0.0,0.2906310558319092,0.011968890825907389,0.0
19,0.3169804804804805,True,0.04473888874053955,0.0,0.4977763493855794,0.0,1.1990246772766113,0.0,0.06534028053283691,0.9129212299982706,1.0746919711430867,0.226922869682312,0.2706564664840698,0.1836515168348948,0.07927912473678589,0.0,0.46986762682596844,0.011968890825907389,0.4322934150695801
20,0.3336636636636637,True,0.0,0.0,0.34109524885813397,0.0,1.248560905456543,0.0,0.16226643323898315,1.3956201871236165,0.898389458656311,0.226922869682312,0.0,0.13766259948412576,0.0,0.0,0.6165515184402466,0.22750877340634665,0.4839439392089844
21,0.35034684684684686,True,0.0,0.0,0.6400100390116373,0.14978698889414468,1.3677655458450317,0.0,0.11118606726328532,1.2547661066055298,0.9662962754567465,0.226922869682312,0.3312443494796753,0.3265395363171895,0.0,0.015221118927001953,0.7121407190958658,0.3818061153093974,0.4839439392089844
22,0.36703003003003004,True,0.0,0.0,0.6291396220525106,0.14978698889414468,1.3797094027201335,0.0,0.09692615270614624,1.2376771767934163,0.8693666855494181,0.0,0.3312443494796753,0.31735843420028687,0.0,0.015221118927001953,0.868233879407247,0.46115078528722125,0.2524544397989909
23,0.3837132132132132,True,0.0,0.0,0.404963215192159,0.14978698889414468,1.3454709847768147,0.0,0.0,1.0783655047416687,1.167197545369466,0.0,0.3312443494796753,0.3027456005414327,0.0,0.11263881127039592,0.5955526828765869,0.245610902706782,0.560691754023234
24,0.4003963963963964,True,0.0,0.0,0.27688896656036377,0.0,1.0562166770299275,0.0,0.0,1.1606527765591939,1.1099062363306682,0.04910072684288025,0.0,0.11386866370836894,0.0,0.09741769234339397,0.7805129686991373,0.0793446699778239,0.560691754023234
25,0.4170795795795796,True,0.0,0.0,0.17084054152170816,0.01836945613225301,0.9967448910077413,0.0,0.0,1.1554043491681416,1.1620900233586628,0.04910072684288025,0.0,0.18501501282056174,0.0,0.09741769234339397,0.6010310252507528,0.12556961178779602,0.35988783836364746
26,0.43376276276276277,True,0.03404390811920166,0.0,0.1769529183705648,0.01836945613225301,0.8878941337267557,0.0,0.0,0.9186411996682485,0.942358136177063,0.04910072684288025,0.020661463340123493,0.27869710326194763,0.0,0.0,0.6010310252507528,0.32120758295059204,0.17106854915618896
27,0.45044594594594595,True,0.28729863961537677,0.40580423672993976,0.42123786608378094,0.01836945613225301,1.2280978163083394,0.0,0.0,0.8258242706457773,0.7486114899317423,0.0,0.4349541167418162,0.27869710326194763,0.0,0.0,0.6469875971476237,0.32120758295059204,0.17106854915618896
28,0.46712912912912913,True,0.3882646958033244,0.5722644726435343,0.9975446859995524,0.0,1.5618116855621338,0.0,0.0,0.7745878001054128,0.735517660776774,0.0,1.111520677804947,0.1951536238193512,0.01417634884516398,0.0,0.7544906934102377,0.3204714258511861,0.17106854915618896
29,0.48381231231231236,True,0.5788693428039551,0.9264893929163615,1.3167139291763306,0.0,1.8225254615147908,0.0,0.0,1.0395475427309673,0.7251852750778198,0.0,1.4466616312662761,0.11698341369628906,0.01417634884516398,0.05864898363749186,1.009189486503601,0.4463668465614319,0.0
30,0.5004954954954955,True,0.32561461130777997,0.5206851561864217,1.0452097256978352,0.030138055483500164,1.5899973313013713,0.0,0.0,1.1095370451609294,0.9668894608815511,0.0788665513197581,1.0323689778645833,0.1363393266995748,0.01417634884516398,0.05864898363749186,0.8399898211161295,0.6669072409470876,0.1623471180597941
31,0.5171786786786787,True,0.22464855511983237,0.35422492027282715,0.4689029057820638,0.030138055483500164,1.3050464391708374,0.0,0.0,0.9299499789873759,1.081913669904073,0.0788665513197581,0.35580241680145264,0.2453534702459971,0.0,0.11255816618601482,0.5701120893160502,0.6323222815990448,0.3587120771408081
32,0.5338618618618619,True,0.19663381576538086,0.3289640744527181,0.5293906132380167,0.22107966740926108,1.320196509361267,0.0,0.06526503960291545,0.8972326119740804,1.083805759747823,0.0788665513197581,0.37781381607055664,0.48992661635080975,0.09544501701990764,0.05390918254852295,0.3968321879704793,0.5730631053447723,0.3587120771408081
33,0.5505450450450451,True,0.2447592814763387,0.5280329386393229,0.9711326758066813,0.1909416119257609,1.6858254273732503,0.0,0.10675636927286784,0.8849786122639974,0.9349679946899414,0.0,0.37781381607055664,0.470570703347524,0.5302300850550333,0.05390918254852295,0.5118573904037476,0.5681711534659067,0.196364959081014
34,0.5672282282282283,True,0.2447592814763387,0.5280329386393229,0.9711326758066813,0.1909416119257609,1.619885782400767,0.0,0.10675636927286784,0.941361665725708,0.9797437985738119,0.0,0.37781381607055664,0.5692161520322164,0.5302300850550333,0.005621910095214844,0.44466235240300495,0.5171110232671102,0.16103601455688477
35,0.5839114114114115,True,0.06801509857177734,0.4910128116607666,1.2076033751169841,0.0,1.714027225971222,0.0,0.0488704244295756,1.0088738401730855,1.1922391255696614,0.0,0.6901738246281942,0.20765959223111471,1.0178430080413818,0.005621910095214844,0.8498158852259318,0.4143081506093343,0.16103601455688477
36,0.6005945945945946,True,0.0973831017812093,0.2919439474741618,0.6222400267918905,0.0,1.4921385248502095,0.0,0.00737909475962321,1.0143619577089946,1.4200382232666016,0.0,0.6901738246281942,0.3777963121732076,0.5830579400062561,0.22841082016626993,0.4865724245707194,0.2174431582291921,0.5052639643351237
37,0.6172777777777778,True,0.19000697135925293,0.2919439474741618,0.6222400267918905,0.0,1.5659367243448894,0.0,0.00737909475962321,0.9028907815615336,1.5344713926315308,0.05587652325630188,0.6901738246281942,0.3792889316876729,0.5830579400062561,0.4292993148167928,0.4865724245707194,0.1782547930876414,0.4761180877685547
38,0.633960960960961,True,0.17011733849843344,0.0,0.10079084833463033,0.0,1.213399887084961,0.0,0.0,0.6823959847291311,1.3944610754648845,0.05587652325630188,0.23982409636179605,0.4291192690531413,0.2470304767290751,0.4292993148167928,0.18477487564086914,0.01878345012664795,0.6443116664886475
39,0.6506441441441442,True,0.09262386957804362,0.0,0.35874147216478985,0.0,1.0446412762006123,0.0,0.0,0.7074727316697439,1.3761224746704102,0.16380353768666586,0.23982409636179605,0.2589825491110484,0.2470304767290751,0.2065104047457377,0.41025249163309735,0.0,0.3000837167104085
40,0.6673273273273274,True,0.023653229077657063,0.0,0.3717046280701955,0.0,1.1436986724535625,0.0,0.0,0.705032875140508,1.4444488286972046,0.10792701443036397,0.23982409636179605,0.23466536402702332,0.2470304767290751,0.3131225307782491,0.41025249163309735,0.0,0.16819357872009277
41,0.6840105105105105,True,0.023653229077657063,0.0,0.5442850391070048,0.0,1.231408456961314,0.0,0.05093230803807577,0.8757783770561218,1.2864806652069092,0.10792701443036397,0.3755528926849365,0.18483502666155496,0.0,0.3131225307782491,0.603357990582784,0.16964645187060037,0.0
42,0.7006936936936937,True,0.023653229077657063,0.0,0.6357438365618387,0.0,1.4573463996251423,0.0,0.12751885255177817,0.798090398311615,1.1335825125376384,0.0,0.3755528926849365,0.5594618916511536,0.24967171748479208,0.3131225307782491,0.45292162895202637,0.7148186167081197,0.008553385734558105
43,0.7173768768768769,True,0.0,0.0,0.6262580553690592,0.0,1.3260982036590576,0.0,0.12751885255177817,0.9091717799504598,0.7993201414744059,0.020566004017988842,0.3755528926849365,0.6727990110715231,0.28480251630147296,0.1185254454612732,0.506524940331777,0.9088800052801768,0.3117196162541707
44,0.7340600600600601,True,0.19872077306111655,0.0,0.606089194615682,0.09531402587890625,1.274824062983195,0.0,0.07658654451370239,0.5725423892339071,0.8301306764284769,0.020566004017988842,1.1304145256678264,1.1734729707241058,0.5057865977287292,0.15518917640050253,0.24103734890619913,0.9410599172115326,0.3117196162541707
45,0.7507432432432433,True,0.25150028864542645,0.0,0.4555970033009847,0.09531402587890625,1.0919238328933716,0.051997880140940346,0.0,0.6449442704518636,0.8157942891120911,0.020566004017988842,1.1304145256678264,0.9576710164546967,0.2561148802439372,0.23526567220687866,0.1659960945447286,0.5741716722647349,0.6832283735275269
46,0.7674264264264264,True,0.25150028864542645,0.0,0.5738493800163269,0.09531402587890625,1.069973091284434,0.051997880140940346,0.0,0.5511889656384786,0.9025893807411194,0.0,1.1304145256678264,0.8272759219010671,0.22098408142725626,0.36308791240056354,0.11239278316497803,0.5867488086223602,0.5379218657811483
47,0.7841096096096096,True,0.0527795155843099,0.0,0.3206469813982646,0.0,1.039546549320221,0.051997880140940346,0.0,0.8721998333930969,1.0788238445917766,0.0,0.0,0.5118629237016042,0.0,0.4263426462809245,0.0,0.38492244482040405,0.5379218657811483
48,0.8007927927927928,True,0.0,0.0,0.2282910148302714,0.0,1.0619462529818218,0.0,0.0,0.734895129998525,1.1529828707377117,0.0,0.0,0.5117064019044241,0.0,0.5938251614570618,0.0,0.2066385249296824,0.3424388567606608
49,0.817475975975976,True,0.0,0.0,0.1598418951034546,0.0,1.0961284041404724,0.0,0.0,0.792493999004364,1.1977084279060364,0.0,0.0,0.5158940255641937,0.0,0.5212162137031555,0.0,0.0,0.27686870098114014
