frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
90,0,1.485,0.98,1,1.14,1.06,0.00,0.39,0.00,0.00,0.00,0.06,0.28,0.44,0.03,0.11,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91,0,1.501,0.98,1,1.15,1.08,0.00,0.32,0.00,0.00,0.00,0.04,0.29,0.44,0.06,0.11,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
92,0,1.518,0.98,1,1.17,1.16,0.00,0.39,0.00,0.00,0.00,0.10,0.28,0.50,0.09,0.10,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93,0,1.535,0.98,1,1.12,1.10,0.00,0.44,0.00,0.00,0.00,0.12,0.27,0.49,0.06,0.09,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
94,0,1.552,0.98,1,1.08,1.14,0.00,0.48,0.00,0.00,0.00,0.11,0.25,0.53,0.03,0.07,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95,0,1.568,0.98,1,1.02,1.09,0.00,0.48,0.00,0.00,0.00,0.05,0.27,0.56,0.00,0.11,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,0,1.585,0.98,1,1.05,1.19,0.00,0.49,0.00,0.00,0.00,0.03,0.27,0.57,0.00,0.07,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97,0,1.602,0.98,1,1.02,1.12,0.00,0.42,0.00,0.00,0.00,0.00,0.31,0.58,0.00,0.06,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98,0,1.618,0.98,1,1.01,1.08,0.00,0.36,0.00,0.00,0.00,0.00,0.32,0.57,0.00,0.04,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99,0,1.635,0.98,1,0.97,0.93,0.00,0.29,0.00,0.00,0.00,0.00,0.34,0.60,0.04,0.03,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
100,0,1.652,0.98,1,0.95,0.89,0.00,0.29,0.00,0.00,0.00,0.03,0.32,0.61,0.08,0.04,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
101,0,1.668,0.98,1,0.90,0.79,0.00,0.26,0.00,0.00,0.00,0.09,0.30,0.60,0.14,0.09,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102,0,1.685,0.98,1,0.84,0.72,0.00,0.16,0.00,0.00,0.00,0.12,0.30,0.66,0.13,0.18,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
103,0,1.702,0.98,1,0.78,0.68,0.00,0.07,0.00,0.00,0.00,0.15,0.32,0.68,0.10,0.21,0.00,0.00,0.00,0.00,0.13,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
104,0,1.718,0.98,1,0.86,0.85,0.00,0.00,0.00,0.00,0.00,0.17,0.35,0.65,0.04,0.14,0.00,0.00,0.00,0.00,0.97,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105,0,1.735,0.98,1,0.87,0.83,0.01,0.00,0.07,0.00,0.06,0.28,0.44,0.58,0.02,0.08,0.02,0.00,0.12,0.12,2.30,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
106,0,1.752,0.98,1,0.93,0.80,0.01,0.00,0.08,0.00,0.09,0.33,0.46,0.53,0.00,0.08,0.02,0.00,0.24,0.18,3.66,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
107,0,1.768,0.98,1,0.84,0.61,0.01,0.00,0.08,0.00,0.16,0.36,0.49,0.53,0.00,0.15,0.02,0.00,0.35,0.18,4.29,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
108,0,1.785,0.98,1,0.78,0.67,0.06,0.00,0.02,0.00,0.16,0.33,0.46,0.53,0.00,0.14,0.00,0.00,0.39,0.08,4.46,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
109,0,1.802,0.98,1,0.64,0.66,0.06,0.00,0.07,0.04,0.26,0.36,0.45,0.56,0.00,0.12,0.00,0.00,0.39,0.03,4.26,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
110,0,1.818,0.98,1,0.48,0.43,0.06,0.00,0.15,0.08,0.31,0.41,0.44,0.58,0.00,0.04,0.00,0.00,0.32,0.03,3.95,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
111,0,1.835,0.98,1,0.33,0.21,0.01,0.00,0.20,0.17,0.34,0.49,0.37,0.61,0.06,0.02,0.00,0.00,0.20,0.05,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
112,0,1.852,0.98,1,0.24,0.01,0.00,0.00,0.23,0.26,0.29,0.47,0.38,0.63,0.07,0.00,0.00,0.00,0.12,0.06,2.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
113,0,1.869,0.98,1,0.16,0.01,0.00,0.00,0.18,0.37,0.20,0.45,0.37,0.61,0.07,0.00,0.00,0.00,0.07,0.10,2.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
114,0,1.885,0.98,1,0.09,0.00,0.00,0.00,0.13,0.34,0.17,0.36,0.38,0.56,0.01,0.00,0.00,0.00,0.05,0.08,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
115,0,1.902,0.98,1,0.04,0.05,0.00,0.00,0.04,0.23,0.12,0.35,0.39,0.55,0.01,0.00,0.00,0.00,0.00,0.05,1.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
116,0,1.919,0.98,1,0.02,0.05,0.00,0.00,0.02,0.08,0.14,0.30,0.39,0.56,0.02,0.00,0.00,0.00,0.05,0.02,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
117,0,1.935,0.98,1,0.02,0.05,0.00,0.00,0.00,0.03,0.07,0.27,0.39,0.58,0.02,0.00,0.00,0.00,0.05,0.01,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
118,0,1.952,0.98,1,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.27,0.36,0.58,0.01,0.01,0.00,0.00,0.05,0.01,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
119,0,1.969,0.98,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.28,0.33,0.58,0.00,0.01,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
120,0,1.985,0.98,1,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.28,0.30,0.60,0.00,0.01,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
121,0,2.002,0.98,1,0.00,0.01,0.00,0.00,0.00,0.09,0.06,0.28,0.27,0.61,0.00,0.03,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
122,0,2.019,0.98,1,0.00,0.01,0.00,0.00,0.00,0.09,0.07,0.29,0.25,0.65,0.00,0.06,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
123,0,2.035,0.98,1,0.00,0.00,0.00,0.00,0.00,0.09,0.10,0.32,0.25,0.67,0.00,0.11,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
124,0,2.052,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.35,0.28,0.68,0.00,0.13,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
125,0,2.069,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.28,0.28,0.70,0.01,0.18,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
126,0,2.085,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.22,0.28,0.70,0.01,0.20,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
127,0,2.102,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.18,0.25,0.72,0.01,0.15,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
128,0,2.119,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.17,0.27,0.69,0.00,0.09,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129,0,2.135,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.19,0.27,0.66,0.00,0.08,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,0,2.152,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.28,0.64,0.00,0.14,0.00,0.01,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
131,0,2.169,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.28,0.63,0.00,0.14,0.00,0.01,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,0,2.185,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.26,0.65,0.00,0.15,0.00,0.01,0.00,0.00,0.19,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
133,0,2.202,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.25,0.64,0.00,0.13,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134,0,2.219,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.26,0.62,0.00,0.14,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135,0,2.236,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.27,0.57,0.00,0.12,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,0,2.252,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.28,0.51,0.00,0.09,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,0,2.269,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.28,0.52,0.01,0.08,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,0,2.286,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.28,0.54,0.01,0.07,0.00,0.00,0.03,0.00,0.08,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
139,0,2.302,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.28,0.64,0.07,0.09,0.00,0.00,0.06,0.00,0.16,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,0,2.319,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.27,0.63,0.12,0.10,0.00,0.01,0.09,0.00,0.17,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
141,0,2.336,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.62,0.14,0.10,0.00,0.00,0.07,0.00,0.19,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,0,2.352,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.26,0.55,0.13,0.11,0.00,0.00,0.04,0.00,0.13,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,0,2.369,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.24,0.55,0.07,0.12,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,0,2.386,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.52,0.04,0.11,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,0,2.402,0.98,1,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.12,0.22,0.56,0.00,0.12,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
146,0,2.419,0.98,1,0.05,0.07,0.00,0.00,0.00,0.00,0.00,0.13,0.24,0.57,0.00,0.12,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
147,0,2.436,0.98,1,0.06,0.10,0.00,0.00,0.00,0.00,0.00,0.14,0.25,0.60,0.00,0.13,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
148,0,2.452,0.98,1,0.09,0.14,0.00,0.00,0.00,0.00,0.00,0.15,0.24,0.55,0.00,0.08,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
149,0,2.469,0.98,1,0.08,0.13,0.00,0.00,0.00,0.00,0.00,0.15,0.23,0.54,0.00,0.05,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
150,0,2.486,0.98,1,0.06,0.10,0.00,0.00,0.00,0.00,0.00,0.16,0.23,0.54,0.00,0.04,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
151,0,2.502,0.98,1,0.03,0.04,0.00,0.00,0.00,0.00,0.00,0.20,0.24,0.55,0.00,0.09,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
152,0,2.519,0.98,1,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.16,0.22,0.53,0.01,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
153,0,2.536,0.98,1,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.20,0.24,0.55,0.01,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
154,0,2.553,0.98,1,0.04,0.08,0.00,0.00,0.00,0.00,0.00,0.20,0.23,0.57,0.03,0.12,0.00,0.01,0.00,0.00,0.03,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,0,2.569,0.98,1,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.24,0.59,0.03,0.10,0.00,0.01,0.02,0.00,0.03,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
156,0,2.586,0.98,1,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.22,0.54,0.03,0.09,0.00,0.01,0.02,0.00,0.03,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
157,0,2.603,0.98,1,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.24,0.54,0.01,0.06,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
158,0,2.619,0.98,1,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.22,0.51,0.00,0.11,0.00,0.01,0.00,0.00,0.03,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
159,0,2.636,0.98,1,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.21,0.53,0.00,0.14,0.00,0.01,0.00,0.00,0.03,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,0,2.653,0.98,1,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.19,0.51,0.00,0.17,0.00,0.01,0.00,0.01,0.08,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
161,0,2.669,0.98,1,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.21,0.52,0.00,0.17,0.00,0.01,0.00,0.04,0.06,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
162,0,2.686,0.98,1,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.22,0.52,0.00,0.13,0.00,0.01,0.00,0.04,0.06,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
163,0,2.703,0.98,1,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.24,0.53,0.00,0.12,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164,0,2.719,0.98,1,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.24,0.54,0.00,0.13,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
165,0,2.736,0.98,1,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.25,0.53,0.00,0.15,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
166,0,2.753,0.98,1,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.25,0.55,0.00,0.15,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
167,0,2.769,0.98,1,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.25,0.59,0.00,0.11,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,0,2.786,0.98,1,0.08,0.01,0.00,0.00,0.00,0.00,0.00,0.20,0.23,0.62,0.00,0.08,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
169,0,2.803,0.98,1,0.08,0.01,0.00,0.00,0.00,0.00,0.00,0.26,0.24,0.60,0.00,0.06,0.00,0.00,0.01,0.00,0.17,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
170,0,2.819,0.98,1,0.07,0.01,0.00,0.00,0.00,0.00,0.00,0.29,0.24,0.51,0.00,0.08,0.00,0.00,0.01,0.00,0.17,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
171,0,2.836,0.98,1,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.28,0.26,0.49,0.00,0.12,0.00,0.00,0.01,0.00,0.18,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,0,2.853,0.98,1,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.24,0.51,0.00,0.14,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
173,0,2.870,0.98,1,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.24,0.59,0.00,0.17,0.00,0.00,0.01,0.00,0.17,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
174,0,2.886,0.98,1,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.23,0.58,0.00,0.15,0.00,0.00,0.01,0.00,0.12,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
175,0,2.903,0.98,1,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.23,0.57,0.00,0.15,0.00,0.00,0.01,0.00,0.04,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176,0,2.920,0.98,1,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.24,0.56,0.01,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
177,0,2.936,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.24,0.56,0.01,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
178,0,2.953,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.27,0.53,0.01,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
